Restaurant Name,Total Reviews,Reviewer,Review Text,Rating
Pai Northern Thai Kitchen,3788,Lisa X.,"I've come to Pai a handful of times seeking something flavourful, and my tastebuds have never left unsatisfied!
The wait time to get a table can be long, especially during lunch and dinner time. We got here at 5:30 pm on a Saturday and waited about 30 minutes. By the time we left at 7:30 pm, the wait time was over an hour long! So definitely get here early. While waiting, you get a buzzer, so you're free to get a drink at the bar or get some much-needed fresh air without losing your spot in line.
Although the wait time can be long, the food definitely makes up for it! We started with the Moo Ping, which is grilled pork skewers--although small, they were absolutely delicious! I had the Gang Kiaw Wan, which is green curry served in a coconut. Not going to lie, I did get this dish pretty much because it was served in a coconut, but the food definitely tasted as good as it looked! Although it was medium spice, it wasn't too much to handle. The curry's sweetness and the rice definitely helped with the spiciness!
Other than the long lines, my only complaint would be the service, especially during busy times. Our server basically disappeared after almost taking our orders. Thankfully the bartender was attentive, and stepped in to take our orders and bring us the bills when we were getting restless!
All in all, I would definitely recommend a visit to Pai. They serve some of the best Thai food you can get in the city, however be sure to leave enough time for the wait!",4
Pai Northern Thai Kitchen,3788,Takeshi K.,"We made a reservation about a month ago for 8pm on January 3rd, and my date and I got the following:
-Gai Satay
-Starter Tom Yum Shrimp
-Gaeng Masaman
-Pad Thai
-Thai Ice Tea
-Thai Ice Tea Ice Cream
And what can I say. . . They were all so good! We had high expectations of the place, but we were not disappointed.
Gai Satay:
The chicken skewers were tender, and the cucumber dressing complimented the skewers really well. I'm a HUGE fan of peanut sauce, and I have to admit that their peanut sauce was really good with a nice kick to it. But we enjoyed the cucumber dressing more. I also found that the peanut sauce went well with the skewers more, once the dish got cold.
Tom Yum:
Top 3 Tom Yum I've had in my life. The other comparable one was in Japan. It was perfect.
Gaeng Masaman (Chicken):
My date ordered it so I only had a few bites. Well. . . it may have been more than a few bites because they were gooooooooood!
Pad Thai (Beef):
I'm not sure if I should even bother writing a review for this because everyone knows how amazing their Pad Thai is. This might have been the best Pad Thai that I've ever had.
Thai Ice Tea:
They were really good but GET IT WITH LESS ICE. When I asked for a tiny bit of ice, they gave me the perfect amount.
I love Thai Ice Tea. Many of you would probably disagree, but it almost tastes like Kinder Egg Milk Tea.
Thai Ice Tea Ice Cream:
They were exactly as I imagined it to be but creamier. And the tapioca complimented the ice cream well. The peanuts and cereal added a nice crunch to the dish as well. It was a good amount to share.
Service: The waiters and waitresses were really nice, but the service itself was unremarkable. They were busy, but they didn't come to fill our cups once. However, when we needed something, they were prompt and attentive.
Needless to say, I would definitely come back here again to try the Green Curry and Spring Rolls. But I don't know. . . I feel like I would want to order the same thing over again. :P",5
Pai Northern Thai Kitchen,3788,Daniel F.,"If you can get a table here, definitely recommended. Quality Thai dishes made fresh. Very busy.",5
Pai Northern Thai Kitchen,3788,Kavi R.,"Still my favourite Thai place in Toronto! 
Ordered the following:
1. Sai Ua Platter: 10/10 (Northern Thai): Homemade Pork belly sausages served with sticky rice. The sausages were so flavourful & the tomato relish was bomb! 
2. Green Curry w/ Shrimp: 10/10. Good amount of spice and curry. Comes with a bowl of rice. Can't go wrong with this dish! 
3. Beef Khao Soi: 10/10. The curry was SO DELICIOUS. Beef was nice and tender. Good amount of noodles to go with the curry. Would definitely order this again
4. Mango rice (dessert): 10/10. Half a mango sliced on top of glazed coconut milk sticky rice. DELICIOUS!!!!! Great way to end.",5
Pai Northern Thai Kitchen,3788,Arti B.,I tried the pad thai and it was pathetic. Never going back again. It had a lot of cabbage and wasn't made fresh. Totally disappointed as I went there first time with high hopes after reading the review.,1
Pai Northern Thai Kitchen,3788,Tania M.,"Honestly there are many better Thai restaurants in Toronto. I feel like Pie's food is usually really greasy/oily, and the flavour isn't as good as the competitors. I love the Thai ice tea tho.",1
Pai Northern Thai Kitchen,3788,Jo-Anne L.,"First of all, an emphasis that the food by itself is 5-star quality. I have no idea what magical ingredients or spices they put in their soup/curry/noodles, but it's absolutely delicious. I also really enjoyed the vibe of the place - the decorations were on the hippie side, down to the tables and chairs and the washrooms. Reservations can be made easily online, a huge plus in my opinion (especially downtown...).
The stars I took off were for service alone. We went there on a Monday afternoon at 2pm, and the restaurant was half empty. So I really cannot understand why our waitress seemed to be in such a hurry to get us out of the place. 5 minutes after I received the menu, she came up to ask for orders - of course, we said that we needed more time. She gave us another 5 minutes, then came again! We asked for more time.
On the other hand, it took us multiple tries to get our water glasses refilled. Please understand that this was pretty annoying since the food could get quite spicy and water is sort of a necessity. Then, as soon as my bowl was empty, the waitress (the same waitress who disappeared throughout the rest of our meal), materialized and asked if we would like our bills. Needless to say, we were not greeted on our way out.
Damnit, Pai! I really wanted to give you a high rating after salivating over all the pictures here.",3
Pai Northern Thai Kitchen,3788,Smriti K.,"A 4 day trip and I went there twice! That, is quite unusual for me to do so. The place reminded me of wandering through the busy streets of Bangkok and ending up in an underground authentic Thai spot! 
The place has a great contemporary vibe with an in-depth authentic flavors of Thai food. Their spring rolls and Pad Thai are to die for! The spices, quantity, quality is pretty spot on! 
A perfect place to go , especially in the bitter cold winter times of Toronto!",5
Pai Northern Thai Kitchen,3788,Lorenzo L.,"Rating: 3 1/2*
I finally made it here after having this restaurant bookmarked for the longest time. I was always intrigued with the outstanding reviews and wanting to learn more about Thai cuisine. 
We came here right after they opened at 11:30am on a Saturday. We were a party of three. 
I'll format this review based on the title of one of my favourite Western movies. 
The Good: 
I like the decor of the restaurant and the actual location. The way the restaurant is set up with the tables, the decorations and being in a basement, helps convey the feeling that you are somewhere in Southeast Asia. The restaurant is divided into a ""Kitchen"" and ""Market"" sections. The Kitchen section is the restaurant part. 
The washrooms are nice and clean although the Ladies one was out of service and you needed to go to the Market section. 
Chef Nuit Pad Thai with Shrimps at a falang spicy level was a great dish. The noodles were cooked right, there were a proper amount of shrimps and the spice level was appropriate. I like you can adjust the spice level in this dish. The Falang is the second spiciest with the Thai being the first. Also, you can order the Pad Thai with beef, pork, chicken or tofu if you want. 
The Bad:
The service was a bit lacking. The initial table that the hostess gave us was not convenient for us and we requested a different table as the restaurant was fairly empty at the time. She was not impressed and wouldn't let us sit at the back. We ended up sitting at the table right as you come down the stairs. Our initial waiter was good but after he took our order, he disappeared and we got different people serving us until we left. 
The Gaeng Klaw Wan with chicken dish was a bit disappointing. They state that the dish comes in a mild/medium spice level. It was a bit bland for us. The presentation was cute as the curry was served in a coconut. 
The prices are on the high side. Some of the dishes are not worth what they are charging for. 
The Ugly: 
Khao Pad Thamada with chicken dish which is basically a stir fried rice was not very good. The dish was so bland with no hint of seasoning or spice. I had better fried rice in a Chinese restaurant at a much lower price. 
Overall, it was an above average experience but I highly doubt that we be coming back to this place again.
#39 of 2018",3
Pai Northern Thai Kitchen,3788,Vivian B.,"Finally got to try out Pai! Super late review tho, oops. I came by party of 4 on a Sat afternoon to grab lunch. A lot of people told me it gets really busy and it did looked a little packed but wasn't too bad. Lively and upbeat place! Didn't have to wait long maybe like 6 mins. Got seated on one of the high tables on the side near the low cushioned seats. Spacious enough for 4 people. 
I ordered the khao soi and this was good but it was a little on the cool side imo. My friend also said the same for his bowl as well. Was creamy and brothy. They were generous with my chicken protein. 
The pad thai was prob one of the best I've tried. 
I really enjoyed the thai iced tea. I've been craving for one ever since!
As an app to share, we ordered the garbong? Don't know if I spent this right but it's basically squash fritters. Tastes like sweet potato fries to me but this was really good and I would order this again. The sauce that came with it was a perfect match.
I would come back again!",4
Pai Northern Thai Kitchen,3788,Elvis A.,"Another solid Thai restaurant. However since they all seem to have almost the same menu everywhere in these new spots (and similar taste) not sure how to rate these anymore. This is a much better setup than the other offerings. I mainly stick to either the Pad Thai or Khao Soi with beef. They are good as always and I also appreciate that they have Delerium Tremens beer which goes well with the food. The wine prices are decent as well.
3.5 stars as its a given that most of these Thai food places taste the same.",4
Pai Northern Thai Kitchen,3788,A A.,"There was a loooong line out the door. But do not let that deter you! Line goes pretty fast surprisingly. It's all worth the wait!! Had the crispy garlic shrimp appetizer. It was super delicious!! Scarfed that down and decided to do the veggie pad Thai. I know sounds boring but it was possibly the Best Pad Thai ever! Noodles were perfectly done with great flavor as well.
While enjoying the pad Thai I decided to have another dish since I won't be able to come back again on this trip. I should have taken the servers recommendation for the ga prow. Instead I opted for the oxtail. The meat was super tender. However it was a tad sweet for me. Should have listened to the previous review. The set up of the restaurant is pretty neat!
All in all it was a great meal and definitely recommend.",5
Pai Northern Thai Kitchen,3788,Samantha H.,"DELICIOUS THAI FOOD. We were so excited we literally planned the night before to make sure got everything we wanted including the delicious pad thai (two orders) and khao soi and the delectable Thai chicken wings (two orders). There are three wings per order fyi. The entree portions are generous! The khao soi was very rich, so I wouldn't like to have *just that* so the balance was wonderful to achieve with sharing the dish and sharing pad thai as well. The noodles are perfect thickness, and the curry so yummy. You'd think pad thai would be a basic order, but the noodles here are excellent, and the seasoning was on point without being too sweet. Call ahead to make a reservation because this place is well-known!",5
Pai Northern Thai Kitchen,3788,Sandra B.,I got the chicken peanut pad Thai it was tasty but feel like it should have vegetables. It's really important for a dish to have variety besides noodles and meat. It add some colour and texture to the dish.,4
Pai Northern Thai Kitchen,3788,Katie C.,"The experience was the complete opposite of my expectations. Was imagining a quiet, fancy-ish authetic Thai establishment with mindblowing food.
There's a patio but the inside of the restaurant is like a basement, loud music and dark, quite westernized. The whole vibe is very casual, all the servers are wearing their summer clothes aka cargo shorts and runners.
Menu prices are very steep, around $16-18 for a main. We got the Chiang Mai Beef Noodles and Chicken Drumstick Khao Soi, both less than averag even when price is not factored in. Both proteins were dry...never had dry dark chicken meat before. Beef noodles definitely had a larger profile of flavours and was mildly spicy. Khao Soi was the reason we came and it was a disappointment. Didn't like the noodles and the bowl seemed quite boring, just noodles after noodles in curry.
Service: There were a lot of staff but yet hard to get anyone's attention. Had to wait a couple mins before one server came over so that we could tell him our order was wrong.",1
Pai Northern Thai Kitchen,3788,Rovelyne P.,"If youre looking for an intimate & quiet place, this is not the restaurant for you. It's always pretty packed in here. They give you a BUZZER and you wait for your table. 
However, if the noise doesnt bother you - you'll get authentic thai food here.
Ordered the following:
chicken pad thai ($16.50)
Khao Pla Tawt - a.k.a Crispy fish fillet with rice ($16) lol 
Thai iced tea ($5.75)
The flavours did not disappoint!!!
The only downside with this is the LACK OF STAFF. Considering the amount of people that come & go in this place, I expect more staffs. It usually takes time to catch the attention of the staffs to ask or request for things...
But other than that, I'll still go back for the food.",4
Pai Northern Thai Kitchen,3788,Song P.,How the hell does this place get 4.5? Ok i get that the decor is nice and service is good. But the food though. I got green curry and it's not even spicy??? Like how is this Thai food. More like white people's Thai food,3
Pai Northern Thai Kitchen,3788,Damian W.,"Food: 4.0/5.0
Service: 1.0/5.0
Value: 3.0/5.0
Decor: 3.0/5.0
Overall: 3.5/5.0
Pretty long wait on a weekday late evening.  The food was actually pretty good when it was served right, so I'm really aggressively ignoring the all-over-the-place service in giving these guys the 4th star.  It was a busy night, but still, the water was super slow to arrive (the young lady covering our table spent maybe a third of her time chatting with a colleague), and one of the entrees arrived cold (assuming it sat somewhere for a while).  As I write this review, I regret not leaving a smaller tip.",4
Pai Northern Thai Kitchen,3788,Melody Z.,"I think they have the best Thai food in Toronto.
They own a bunch of the other restaurants in the city.
Papaya salad is super refreshing. The fried pork rinds and prawn chips that come with it are are super yummy.
Khao Soi with braised beef has depths of flavour. The braised beef is very tender.
Pad Gra Prow with pork belly is bomb as usual. Fragrant basil with crispy pork belly. Fried egg on top.
I would recommend going right when they open for lunch at 11:30am. It fills up fast.",5
Pai Northern Thai Kitchen,3788,Jessica C.,"Came here for an early dinner on a weekday; be warned, it gets really packed because the food is DANGEROUSLY GOOD! The best authentic Thai food that I've had in Toronto!
I would actually give Pai a 4.5/5, only due to the slow service. The restaurant itself seats lots of people and does not have too many servers, so the service is actually quite slow (but still everyone was extremely nice and friendly). We got seated right away and did not need to wait the line since we were okay with a communal table, which was actually enjoyable since they separate your party and the party next to you by leaving an empty seat. 
We ordered the Chef Nuit Pad Thai with Chicken! It was so packed with flavour and the portion size was really good. It was a nice blend of both sweet and savoury, with the perfect amount of peanuts and coriander. 
I'm excited to come back soon to try more food from their menu!",5
Pai Northern Thai Kitchen,3788,Adie N.,"If you want to dine in and experience an explosion of flavour - this is the place to be! Try their famous Chef Nuit's Pad Thai and Pad Gra Prow which is my personal favorite  for starters, get the Shrimp Chips! The ambience on both branches also are super hip, you can go to this place for pretty much whatever dining purpose - casual dinner to date place. Unpretentious and worth every penny!",5
Pai Northern Thai Kitchen,3788,Ashley T.,"I came here on a Monday as a group of four for lunch. By the time I arrived, my friends had already gotten a table so I didn't have to wait.
Pai is huge! If you get seated in one of the rooms in the back, it's like walking through a maze to get to your table. This time we were seated in the room to the left of the entrance and bar and there was a lot of natural lighting that came in. Even though it was a weekday and during lunch time, it was still quite busy and there was a good amount of chatter in the air. I love that the restaurant is so big, has a casual vibe to it, and is decorated nicely with cool paintings on the walls. They also had coat racks and hooks for jackets which is great for the winter time. 
The service was quite good as our waitress talked about the menu and the daily specials. I ordered the khao soi and it was delicious. It was also plated very nicely with crispy noodles coming out of the bowl, and had a bright orange colour to it. I really enjoyed the egg noodles as they were cooked just right and were chewy but soft from the broth. The dishes are a little on the pricier side but they make it up for flavour and lots of ingredients in the dishes. 
Overall, I enjoy coming to Pai as it's in a great location in the downtown core, has a great casual vibe to come and hang in with friends, and a simple menu with great tasting dishes. Will be back when I have a Thai craving!",5
Pai Northern Thai Kitchen,3788,Guancheng C.,"Flavoured pad thai dish
clean light taste and crsipy texture of the vegetable fibers
Good for lunch",4
Pai Northern Thai Kitchen,3788,Sweedel D.,"My favorite restaurant in Toronto. My go to order is the raw papaya salad, pad Thai (obviously), the fried fish with rice and curry and of course I'd recommend anything from their dessert selection. I've been here so many times and the experience every one of those times has been nothing short of exceptional. I highly recommend for all Thai food lovers!",5
Pai Northern Thai Kitchen,3788,Rosey L.,"I've been here 4 times, and have tried the squash fritters (amazing!), classic pad Thai (also great), the green curry (it comes in a coconut and you can eat the coconut meat!), and the Miang Kung (betel leaf wraps, good low carb/paleo option). 
I love coming here with friends but be warned of the long waits (45-60min) during peak times around 7pm.",5
Pai Northern Thai Kitchen,3788,Lester C.,"Pai hits the mark for me for authentic Thai food in the heart of Toronto. Located near the entertainment district, Pai is inside a basement and well renovated. A unique design and tight seating, it does give you a bit of a unique Asian feel.
We arrived on a Saturday evening with a long line ahead of us. We told the host we'd be happy to sit at the bar or sit with others (basically we'd sit anywhere). Originally indicated we had a 1.5 hour wait ahead of us, he managed to fit us in a smaller spot within 10 minutes! 
Food itself is meets my expectations. We particularly enjoyed the Khao Soi with the soup being flavourful and the noodles fresh. The Thai iced tea is also a must try if you're at Pai. Service will probably seem a bit rushed but that's because they always have a lineup!
Overall, I'd visit again and put Pai at the top of my list for Thai restaurants in the city.",4
Pai Northern Thai Kitchen,3788,J D.,Best Thai restaurant in Toronto. The Khao Soi is so rich and divine. There are different styles of Pad Thai. And the vibe is like a backpack or hangout in Thailand.,5
Pai Northern Thai Kitchen,3788,Sebastian S.,"Even though there was a wait of about 30 minutes it was totally worth it! The appetizers as well as the entrees were absolutely delicious. The overall atmosphere was very chill and hip. Since the restaurant was quiet crowded the servers were buisy but very kind nonetheless. 
I recommend the Grabong for starters and the Panang as an entree! Delicious!",4
Pai Northern Thai Kitchen,3788,Christine M.,"We'd heard great things about this place a long time ago so tried to make a reservation... We were shocked that we could only reserve for 6 weeks or something in the future. ""Must really be popular!"" When, 6 weeks hence, we finally went, we realized (duh) that this place clearly only allows reservations for 1-2 tables, and everything else is drop in, wait and enjoy the vibe.
We smartened up our second time, showed up and waited in the waiting corral/bar with an interesting IPA we'd never tried before and our little flash 'em device that would alert us when our table was ready. Our flash 'em never flashed and when I asked the hostess what was going on, it was clear we'd been missed on their list, or whatever. No matter, she got a table for us and we sat down. The crowd is young and having fun here, the key is to just go with the flow. 
The food is excellent! Make sure you get the tom yum! The green curry in the coconut is also amazing, don't forget to scoop the innards.",5
Pai Northern Thai Kitchen,3788,Fiona A.,"My boyfriend and I stopped by here before the Raptors game last Sunday at around 4:30PM. We didn't have a reservation but managed to get a table right away. The restaurant was still around 80% full during this time, which I was expecting considering what a popular place it is to eat in Downtown! 
We ended up ordering the Thai iced tea ($5.75), Khao Soi with beef brisket ($15), the Chicken Satay Skewers ($14).
Thai iced tea: Price was a bit steep for what it was but I totally changed my mind after taking my first sip. This was SO delicious and refreshing!! I could not stop drinking it and I almost wanted to get another order of this. The drink was the perfect ratio of black tea, condensed milk and ice. Very refreshing and I highly recommend giving this a try if you enjoy bubbletea/iced tea in general. 
Khao Soi: This was quite yummy -- beef was perfectly cooked and the crunchy noodles added a nice texture with the soup noodles. The curry-based broth was delicious and I wanted to slurp this all up.
Chicken Satay Skewers: These were tasty as well and great for sharing but for the size and portion it felt a bit steep for $14. I probably wouldn't get this the next time I come here.
Service was very attentive and friendly. The restaurant is quite loud as many large groups come here to socialize and hang out. I suggest making a reservation or coming during off-peak times so that you don't have to wait forever for a table.",5
Pai Northern Thai Kitchen,3788,Mingyang C.,"As an asian, i tried many Thai restaurant. This one is definitely a good one to start if you are new to this cuisine. The dish seems a bit little for me though compare to its price. But the flavor is good.",4
Pai Northern Thai Kitchen,3788,Allan H.,Dishes are delicious and full of flavour; their spices blend very nicely with their coconut concoctions to create a very savoury after-taste that comparatively as pleasant as the smell,5
Pai Northern Thai Kitchen,3788,Helen B.,"The price is so good for the food quality, definitely will come back! Beware that the place is usually full, so if you are looking for a quiet place, this is not what you are looking for",5
Pai Northern Thai Kitchen,3788,Samantha Y.,"I've been wanting to try this place in years. I guess I had too high of expectations given their price and popularity. 
Grabong - This was probably the best thing on the menu. Very hot, crispy, and perfect for sharing! However I would say it's a little heavy for an appetizer - best for groups of 4+.
For mains we ordered Khao Soi, Pad Gra Prow, Gang Kiaw Wan, and Tom Yum Kung. The food was okay, but nothing really special in my opinion. Everything except for the Tom Yum Kung was a little too sweet for my liking. 
I honestly was expecting a lot more.",3
Pai Northern Thai Kitchen,3788,Sel Z.,"One of the best Thai restaurants in Toronto! There are always lineups, especially during dinner hours and on weekends. Food is amazing - pad thai, papaya salad, pad gra prow, curries in coconut shell. It's one of the few places that serves fresh coconut water that doesn't come from a can.",5
Pai Northern Thai Kitchen,3788,Amelia C.,"Finally had the chance to try out PAI in downtown Toronto! Have heard really good review of this place from tons of friends so I decided to come and try out!
I made reservation couple months ago because they're always fully booked and if you come walk in, good luck in waiting for hours to get a table cuz this place is PACKED!! However, they're so considerate that having a corner for you to sit and grab a drink while waiting which is pretty nice during this winter time 
Their service was good in general, from the moment I came until leaving the restaurant, all the staffs are nice and polite! 
We ordered Som Tum Tad (papaya salad) with salted crab for starter, it was quite a bit too spicy for me considering I don't have a high tolerance in spicy food  although we only ordered medium spicy...but honestly the salad is really good other than the fact that is spicy and the crab itself is too little in portion so I'd recommend getting shrimp than crab in this dish 
Next, I ordered Khao Soi with braised beef cuz I've seen good reviews of this dish on yelp so I had a pretty high expectation for it. I'm not sure if I had my expectation too high, the soup base is too sweet for me personally...that's something I was disappointed about  but the noodles was chewy and not mushy, and I think they fried some noodles and have it on the side which gives me an interesting texture when eating everything in a bit with a little bit of crunchiness 
My overall experience here is nice and I would wanna come again and try their curry and pad Thai
Oh! And just a heads up for their portion is slightly smaller than other restaurant that you normally go to so one starter and two mains would be good for two person if you didn't eat anything before dinner",5
Pai Northern Thai Kitchen,3788,Vincent H.,"Ambiance is great, fun and friendly staff, amazing food. Great cocktails and perfect atmosphere.",5
Pai Northern Thai Kitchen,3788,Grete S.,"Authentic and traditional Thai cuisine!!! We ordered the pad Thai and it was delicious, the butternut squash appetizer was very good and it didn't taste greasy even if it was fried. The only problem we had was the veggie stir fry I ordered was cold and they brought another one and it was still cold. However, everything I tried was incredible. It was like taking a trip to eat in Thailand for the night.",4
Pai Northern Thai Kitchen,3788,Mike W.,"It was alright. Went in here for lunch service and ordered the Khao soi.  I knew all the hype surrounding this restaurant. 
To be honest I don't understand why they are awarded with such accolades I stayed in Thailand for a month so I will use that for comparison. 
I find the Khao soi too rich and coconutty. It over takes the subtle nuances of a balanced dish. It just taste like coconut cream soup. I wouldn't make this the quintessential place for Thai food. Support other local businesses.",3
Pai Northern Thai Kitchen,3788,Tina D.,"Came here twice and had the vegetarian spring rolls, grabong, chicken pad thai and Thai iced tea ice cream  Everything we tried was absolutely delicious! I'm not a big fan of spring rolls but these were amazing! The grabong - butternut squash fritters were so yummy and not at all greasy. The pad thai was perfect - not too sweet at all and the Thai iced tea ice cream was the perfect dessert. This is one of my favourite Thai restaurants. We also sat at the traditional Thai seating area where you take off your shoes and sit on a cushion which I wouldn't recommend because it was very uncomfortable. 
I would recommend this restaurant to anyone and can't wait to come back for the 3rd time.",5
Pai Northern Thai Kitchen,3788,Zinat T.,"What an amazing place. The vibe is super cool, with Whitney Houston and Biggie Smalls playing while you eat. The staff was so nice! We started with the Kung Tawt and Spring rolls. My kids and my husband gobbled it all up. We moved on to the pad Thai with beef and shrimp, then the Pad Graw Prow and I can't remember the other name! But it was a delicious curry. 
We have a lot of Thai restaurants where we live in Southern California and I must say, this place was better than most places back home. 
The waitress was so accommodating, kind and was always checking on us. I can't recommend this place enough.",5
Pai Northern Thai Kitchen,3788,Signe L.,"In 2019, this was voted the best pad thai in Toronto. It was definitely better than the rest I've ordered from DoorDash-- not too greasy, balanced flavours, choice of spice level. The finely shredded cabbage was appreciated as a fresh ingredient to add some crunch, but look at the pic! It definitely needs more colour and the nutrients they would bring. Red pepper, more lime, mung bean sprouts and definitely cilantro! It needs to be kicked up a notch on all levels. The veg that was there was old and overcooked. Probably won't order this again.",3
Pai Northern Thai Kitchen,3788,Chel L.,Great atmosphere! The food is definitely tasty and is true to Thai flavours. The portions are great as well.,4
Pai Northern Thai Kitchen,3788,Calvin F.,"This was a highly anticipated Thai place that had been recommended by a lot of our friends. We've been to Toronto several times, but had never dined here after several failed attempts. We decided to dine here at off-hours since the wait was always so long.
This place is definitely worth a visit. Being from the SF Bay Area, where there are lots of Asian food snobs, we didn't think Thai food could get much better. Boy were we wrong. This Northern Thai style restaurant exceeded our expectations. The ambience made for a lively yet authentic feel, and it felt like the perfect escape from the rain into a whole new world.
The laap salad was by far our favorite - a mix of sweet and savory, with a blend of flavors that made for the perfect mix. The only other southeast Asian salad that I think compares is the tea leaf salad from Burma Superstar.  We also tried the squash fritters, which I think we could've done without, the pad gra prow, which was delicious (and that's my go-to Thai dish) and the khao soi, which was just perfect given the weather - flavorful, but not overwhelmingly so, and not too spicy. Finally, before yelping other dessert places and deciding there wouldn't be anything quite as good as mango sticky rice, we went with just that. And that did not disappoint! We wanted to get 3 more so that each person could have 1, but decided that wouldn't be so healthy...! Definitely coming back the next time we're in the 6!!!",5
Pai Northern Thai Kitchen,3788,Cindy F.,"I ordered the following from ubereats since I know the lines are long:
-starter Tom yum (2.5/5) too sweet but had two shrimps in it and plenty vegetables 
-Grabong (3.5/5) pretty good but not for me
-khao sai (3/5) VERYY creamy and a bit too heavy for me but the noodles were good and the chicken was tender even after reheating
-chef nuit pad Thai (4.5/5) I got it with beef and Thai spicy. WARNING IT IS RLY SPICY. I'm Chinese and used to Sechuan spiciness but this brought tears to my eyes. Def get medium spicy to begin with even if you think you can handle spice!!! 
Overall pretty good but I was hoping to try their papaya salad since it's my absolute favourite dish but it seemed sold out online in kits via ubereats",4
Pai Northern Thai Kitchen,3788,Oriel M.,"Just had dinner here and was satisfied. 
The service is great, everyone was attentive, quick, and pleasant. Atmosphere is nice, it's actually not that loud and you can hear the person across from you. Very busy, so make a reservation if you can. Food also came out a good time, not that long of a wait. 
We ordered the Tom Yum soup as a starter, great flavors - I love the spicy and sour flavors battling it out in my mouth. 
My partner had the Pad Thai, we both found it to be sweeter than we liked, but it was a good portion size (especially for sharing) and fresh. 
I had the Khao Soi with braised beef. Really yummy if you like coconut curry with beef and egg noodle. Portion of this was also pretty decent. Good for sharing as well. 
To drink we had the Thai Iced tea, really flavorful and not overly sweet. 
I would come back.",4
Pai Northern Thai Kitchen,3788,Kat J.,"This is one of my favourite Thai places. I love the vibe of it! It's like walking into another world. Super colourful and lively! 
The pad Thai there is my favourite. I've tried them all. I can't pick a favourite. They do great curries as well and their drinks are to die for. You feel like you're on vacation here. 
Great to get take too though to bring home. 
I have a wonderful experience every time I go. 
Fun to go with friends or on a date. Might be too loud to go with older parents.",5
Pai Northern Thai Kitchen,3788,Vince L.,"Love this place. The service is always great and food tastes amazing. And because of that you need to either make reservations in advance or go at odd times, otherwise you gotta wait for their food. 
I think they've recently expanded too so maybe that helps a little. I say at the small patio outside their main entrance this time and it was fine. Portions are typically generous and full of flavour. There are times when I'm so full from lunch here that I don't even want to eat dinner.",4
Pai Northern Thai Kitchen,3788,Eunice S.,Not good food. It sucked. It didn't taste good at all. Never going back with my kids again.,1
Pai Northern Thai Kitchen,3788,Joseph A.,We loved it!  From hostess to bartenders to wait staff it was amazing. The food is the best we've had since before the pandemic!!  Absolutely loved everything about this place and would highly recommend it. Only negative was most of their taps were out but still a good selection of drinks. Try the Spicy P drink!,5
Pai Northern Thai Kitchen,3788,Joy H.,"I have very mixed feelings about Pai.
We came in just before the dinner rush on a Tuesday. There was a small wait but we got a table pretty fast considering it's popularity. We hadn't decided what to get just yet, when someone came to take our order. We told them we'd need a bit more time, but it became quite difficult to get anyone to take our order after that (eventually we did of course). 
We ordered the grabong, chef nuit pad Thai with beef, pad gra prow with chicken, and khao soi with chicken. 
The grabong was amazing! Really interesting to look at and had a great flavour and slight crunch. It's a great appetizer to share and tastes great with or without the sauce. I would definitely recommend trying this!
The chef nuit pad Thai was pretty good. Really nice all round flavour and not overly sour--a really good balance between sweet and sour! This was a favourite of ours as well.
The pad gra prow is where things begin going downhill. The rice was hard in some places--and not in the ""crunch bits at the bottom of the rice cooker"" way, but more like a stale ""we left this out on the counter for half a day"" type of way. The chicken and egg on the dish were very standard. The whole dish just felt very lackluster and sad. If you want to eat this, go to any Vietnamese restaurant instead.
The khao soi also had mixed feelings. The coconut curry itself was very delicious and rich--but almost too rich. It was definitely one of those foods that feel very heavy on the stomach after only a few bites. The egg noodles inside were also VERY soft--like it was overcooked and mushy. I think it would be better if the noodles were a little more al dente.
There are lots of hit and misses with Pai, which makes me hesitant to come back and try new items. The only thing I'm sure of is I would definitely recommend the grabong.",3
Pai Northern Thai Kitchen,3788,Richard N.,"My friend took me here to celebrate after an amazing interview (spoiler alert: I didn't get the job). Let's get this straight, I'm not well versed with Thai cuisine besides Pad Thai, so I didn't have much expectations. The restaurant is generally very busy but we somehow managed to avoid the traffic. Though if you are waiting in the lobby, I recommend reading the owners' story on the wall (It's adorable).
I ordered their Khao Soi and it was fantastic! The soup was rich and had a bit of heat, the perfect combination! The beef was also so tender. Because of that experience, I now order Khao Soi whenever I am at a Thai place but none have lived up to Pai's.
If you're looking for a new Thai place, a new date spot, or somewhere to celebrate your new job, buckle up and get ready to fall in love with Pai.",5
Pai Northern Thai Kitchen,3788,Tony R.,"It was really busy like always but we were able to get a table. The food and service are always on point, James really took care of us and made it a great night!",4
Pai Northern Thai Kitchen,3788,Mo B.,"As i was eating there I was thinking Pai was very similar to Sabai Sabai and Khao San and then i found out that they are apparently owned by the same owners so no wonder there. Unlike other Thai places the menu is minimal with only a few options listed but the food is great. I tried their Khao San and loved it. I know it has noodles but i would still get a side of rice since i really like the flavorful broth and could still eat that with the rice. Also the bowl by itself wouldn't fill me up. Unlike other Thai restaurants that I've been too, the prices are also higher.
Food: 4.5/5
Service and atmosphere: 4/5
Price: 3.5/5
Overall: 4/5",4
